City,Country,Region,Category,Climate,Best_Month,Attractions,Cuisine_Name,Flavor_Profile,Hotel_Name,Star_Rating,Price_Per_Night,Amenities,Weather_Type,Average_Temperature,Budget_Range,Activities
Miami,USA,Oceania/Americas,beach,Hot,December,Miami Landmark 2; Art Deco District; Miami Landmark 1; Everglades; South Beach,Cuban Sandwich,Savory,Fontainebleau,5,275,Gym; Conference Rooms; Beach Access; Kids Club; Airport Shuttle; Breakfast Included; Pool,Humid,32.0,$2117–$4620,relaxation; spirituality; hiking
Ho Chi Minh City,Vietnam,Southeast Asia,city,Hot,January,War Remnants Museum; Ho Chi Minh City Landmark 1; Cu Chi Tunnels; Ho Chi Minh City Landmark 2; Ben Thanh Market,Banh Mi,Savory,The Myst Dong Khoi,4,85,Breakfast Included; Conference Rooms; Pool; Beach Access; Gym; Restaurant; WiFi,Snowy,23.4,$374–$816,water-sports; skiing; nightlife; shopping
Hawaii (Oahu),USA,North America,island,Hot,May,Haleakala; Hawaii (Oahu) Landmark 2; Road to Hana; Waikiki Beach; Hawaii (Oahu) Landmark 1,Poke,Savory,The Ritz-Carlton Kapalua,5,482,Beach Access; Gym; Airport Shuttle,Sunny,24.9,$1590–$3470,food
Amsterdam,Netherlands,Europe,city,Moderate,Monsoon,Amsterdam Landmark 2; Van Gogh Museum; Rijksmuseum; Amsterdam Landmark 1; Canals,Stroopwafel,Sweet,Pulitzer Amsterdam,5,159,Kids Club; Gym; Spa; Beach Access,Sunny,7.9,$524–$1144,hiking; nightlife
New York,USA,North America,city,Moderate,May,Central Park; Times Square; New York Landmark 2; New York Landmark 1; Statue of Liberty,New York Pizza,Savory,The Plaza,3,312,Bar; Gym; Spa; Pet Friendly,Windy,18.4,$3432–$7488,skiing; historic tours; nightlife; culture
Toronto,Canada,North America,city,Moderate,Monsoon,Toronto Landmark 2; Toronto Landmark 1; Toronto Islands; Royal Ontario Museum; CN Tower,Peameal Bacon Sandwich,Savory,The St. Regis Toronto,4,132,Pet Friendly; Breakfast Included; Gym; Spa,Windy,14.9,$871–$1900,spirituality; historic tours; shopping
Kathmandu,Nepal,South Asia,heritage,Moderate,November,Boudhanath Stupa; Basantapur Durbar Square; Kathmandu Landmark 2; Pashupatinath; Kathmandu Landmark 1,Momo,Savory,Hotel Yak & Yeti,4,95,Parking; Bar; Pet Friendly; Kids Club,Rainy,11.3,$731–$1596,water-sports; food; photography; shopping
Santorini,Greece,Europe,island,Moderate,May,Red Beach; Fira; Santorini Landmark 1; Oia; Santorini Landmark 2,Tomatokeftedes,Savory,Canaves Oia,4,158,Pet Friendly; Conference Rooms; Gym; Airport Shuttle; WiFi,Sunny,26.0,$1738–$3792,adventure; shopping
Amsterdam,Netherlands,Europe,city,Moderate,Monsoon,Amsterdam Landmark 1; Rijksmuseum; Amsterdam Landmark 2; Canals; Van Gogh Museum,Stroopwafel,Sweet,Ambassade Hotel,4,107,Restaurant; Bar; WiFi; Conference Rooms; Beach Access,Sunny,14.6,$353–$770,spirituality; nightlife
Prague,Czech Republic,Europe,heritage,Moderate,Autumn,Old Town Square; Charles Bridge; Prague Landmark 1; Prague Landmark 2; Prague Castle,Trdelnik,Sweet,Aria Hotel,4,66,Parking; Pool; Breakfast Included; Gym,Sunny,15.3,$363–$792,relaxation; photography; food; spirituality
Leh-Ladakh,India,South Asia,mountain,Cold,August,Leh-Ladakh Landmark 1; Leh-Ladakh Landmark 2; Nubra Valley; Thiksey Monastery; Pangong Lake,Tibetan Thenthuk,Savory,The Grand Dragon,4,74,Conference Rooms; Parking; WiFi; Pet Friendly; Beach Access; Restaurant,Humid,5.3,$325–$710,spirituality; hiking
Bangkok,Thailand,Southeast Asia,city,Hot,Summer,Bangkok Landmark 2; Grand Palace; Chatuchak Market; Bangkok Landmark 1; Wat Arun,Pad Thai,Savory,Mandarin Oriental,5,166,Airport Shuttle; Breakfast Included; Conference Rooms; Gym; Kids Club; Bar,Humid,29.6,$547–$1195,adventure; relaxation
Coorg,India,Europe,forest,Moderate,December,Coorg Landmark 1; Dubare Elephant Camp; Coorg Landmark 2; Raja's Seat; Abbey Falls,Pandi Curry,Savory,Coorg Hills Retreat,3,93,Spa; Bar; Pet Friendly; Conference Rooms; Parking; Kids Club,Sunny,26.4,$409–$892,photography; spirituality; water-sports; nightlife
Fiji,Fiji,South Asia,island,Hot,June,Coral Coast; Garden of the Sleeping Giant; Fiji Landmark 2; Mamanuca Islands; Fiji Landmark 1,Kokoda,Savory,InterContinental Fiji,4,239,Conference Rooms; Beach Access; Breakfast Included; Bar; Pet Friendly; Parking; Airport Shuttle,Snowy,23.4,$2366–$5162,water-sports; historic tours; skiing
Kuala Lumpur,Malaysia,Europe,city,Hot,February,Petronas Towers; Bukit Bintang; Batu Caves; Kuala Lumpur Landmark 1; Kuala Lumpur Landmark 2,Nasi Lemak,Savory,The Majestic,3,171,Parking; Beach Access; Restaurant; Pet Friendly; Spa; WiFi; Airport Shuttle,Snowy,31.5,$564–$1231,photography; adventure
Santorini,Greece,Europe,island,Moderate,September,Red Beach; Oia; Santorini Landmark 2; Fira; Santorini Landmark 1,Tomatokeftedes,Savory,Grace Hotel,4,226,Gym; Spa; Airport Shuttle; Restaurant; Pet Friendly; Bar; Beach Access,Sunny,26.8,$2486–$5424,culture; nightlife; hiking; photography
Santiago,Chile,Europe,city,Moderate,May,Santiago Landmark 2; Santiago Landmark 1; The Andes; Plaza de Armas; Cerro San Cristobal,Empanadas,Savory,W Santiago,4,233,Gym; Beach Access; Airport Shuttle; WiFi; Bar; Parking; Spa,Windy,15.5,$1281–$2796,wildlife; shopping
Miami,USA,Oceania/Americas,beach,Hot,Winter,Art Deco District; Miami Landmark 1; South Beach; Miami Landmark 2; Everglades,Cuban Sandwich,Savory,Fontainebleau,4,250,Conference Rooms; WiFi; Airport Shuttle; Parking; Restaurant; Pool,Snowy,28.0,$1650–$3600,adventure
Bali,Indonesia,East Asia,island,Hot,September,Bali Landmark 1; Uluwatu Temple; Seminyak Beach; Bali Landmark 2; Ubud Rice Terraces,Nasi Goreng,Savory,Alila Ubud,5,185,Conference Rooms; Pet Friendly; Spa; WiFi,Humid,22.4,$1017–$2220,culture; water-sports; food; spirituality
Toronto,Canada,North America,city,Moderate,September,CN Tower; Toronto Landmark 2; Toronto Islands; Royal Ontario Museum; Toronto Landmark 1,Peameal Bacon Sandwich,Savory,The St. Regis Toronto,3,197,Pet Friendly; Airport Shuttle; Restaurant,Rainy,6.0,$866–$1891,hiking; culture
Queenstown,New Zealand,Oceania,mountain,Cold,Monsoon,Lake Wakatipu; Queenstown Landmark 1; Bungy Jumping; Milford Sound; Queenstown Landmark 2,Lamb Roast,Savory,Eichardt's,4,160,Kids Club; Pool; Parking; WiFi; Spa; Airport Shuttle; Beach Access,Snowy,5.2,$704–$1536,skiing; photography; food
Miami,USA,Oceania/Americas,beach,Hot,Spring,Miami Landmark 2; Everglades; Art Deco District; Miami Landmark 1; South Beach,Cuban Sandwich,Savory,Fontainebleau,3,123,Beach Access; WiFi; Conference Rooms; Breakfast Included,Windy,21.7,$405–$885,wildlife; skiing; spirituality
Los Angeles,USA,North America,city,Hot,Monsoon,Griffith Observatory; Los Angeles Landmark 2; Hollywood; Santa Monica Pier; Los Angeles Landmark 1,In-N-Out Burger,Savory,The Ritz-Carlton,4,447,Beach Access; Restaurant; Breakfast Included,Sunny,26.0,$1475–$3218,food; nightlife
Cairo,Egypt,Africa,heritage,Hot,Autumn,Cairo Landmark 1; Cairo Landmark 2; Khan el-Khalili; Pyramids of Giza; Egyptian Museum,Koshari,Savory,Sofitel Cairo,4,135,Pool; Kids Club; Pet Friendly,Rainy,26.5,$594–$1296,relaxation; skiing; photography
Pondicherry,India,South Asia,beach,Moderate,Summer,Pondicherry Landmark 1; Promenade Beach; Auroville; Pondicherry Landmark 2; French Quarter,Seafood Thali,Savory,Baylight,3,113,Restaurant; Gym; Parking; Pool; Breakfast Included; Pet Friendly; WiFi,Rainy,21.1,$994–$2169,relaxation
Kuala Lumpur,Malaysia,Europe,city,Hot,February,Kuala Lumpur Landmark 2; Petronas Towers; Kuala Lumpur Landmark 1; Bukit Bintang; Batu Caves,Nasi Lemak,Savory,Four Seasons,3,84,Restaurant; Pet Friendly; Conference Rooms; Airport Shuttle; Gym; WiFi,Rainy,25.2,$554–$1209,water-sports; shopping; culture; skiing
Hawaii (Oahu),USA,North America,island,Hot,April,Hawaii (Oahu) Landmark 1; Road to Hana; Haleakala; Waikiki Beach; Hawaii (Oahu) Landmark 2,Poke,Savory,Four Seasons Hualalai,4,323,Parking; WiFi; Pool,Sunny,30.5,$1776–$3876,hiking; adventure; nightlife
Manali,India,South Asia,mountain,Cold,February,Manali Landmark 1; Solang Valley; Manali Landmark 2; Hadimba Temple; Rohtang Pass,Trout Fish,Savory,Span Resort,3,72,WiFi; Beach Access; Restaurant; Pool,Snowy,10.9,$633–$1382,hiking; adventure; wildlife; spirituality
Varanasi,India,South Asia,spiritual,Moderate,November,Kashi Vishwanath; Dashashwamedh Ghat; Varanasi Landmark 2; Varanasi Landmark 1; Sarnath,Kachori Sabzi,Spicy,Ramada Plaza,3,101,WiFi; Spa; Restaurant; Airport Shuttle,Rainy,19.4,$555–$1212,spirituality; water-sports
Zurich,Switzerland,Europe,city,Cold,December,Uetliberg; Zurich Landmark 2; Zurich Landmark 1; Old Town; Lake Zurich,Fondue,Savory,Baur au Lac,3,359,Gym; WiFi; Spa; Conference Rooms; Parking; Beach Access,Windy,13.5,$2764–$6031,hiking; food; wildlife
Kolkata,India,South Asia,city,Moderate,February,Kolkata Landmark 2; Dakshineswar; Howrah Bridge; Kolkata Landmark 1; Victoria Memorial,Macher Jhol,Savory,The Oberoi Grand,4,152,Beach Access; Kids Club; Airport Shuttle,Humid,20.5,$1003–$2188,spirituality
Miami,USA,Oceania/Americas,beach,Hot,January,Art Deco District; South Beach; Everglades; Miami Landmark 1; Miami Landmark 2,Cuban Sandwich,Savory,Mandarin Oriental,3,168,Airport Shuttle; Restaurant; Spa; Kids Club; Beach Access; Bar; Conference Rooms,Snowy,31.7,$1108–$2419,skiing; shopping; hiking; food
Los Angeles,USA,North America,city,Hot,Autumn,Griffith Observatory; Santa Monica Pier; Los Angeles Landmark 1; Hollywood; Los Angeles Landmark 2,In-N-Out Burger,Savory,The Beverly Hills Hotel,3,380,Pet Friendly; Restaurant; Gym; Beach Access; WiFi; Pool,Sunny,19.7,$3344–$7296,wildlife; skiing
Leh-Ladakh,India,South Asia,mountain,Cold,August,Thiksey Monastery; Nubra Valley; Leh-Ladakh Landmark 2; Leh-Ladakh Landmark 1; Pangong Lake,Tibetan Thenthuk,Savory,Zimskhang,4,133,Spa; WiFi; Airport Shuttle; Pet Friendly; Kids Club; Gym; Restaurant,Humid,-2.3,$1170–$2553,photography; food; water-sports; hiking
Kathmandu,Nepal,South Asia,heritage,Moderate,November,Boudhanath Stupa; Kathmandu Landmark 1; Pashupatinath; Basantapur Durbar Square; Kathmandu Landmark 2,Momo,Savory,Hyatt Regency,4,97,Conference Rooms; Parking; WiFi; Gym; Breakfast Included,Humid,16.9,$1067–$2328,relaxation; wildlife
New York,USA,North America,city,Moderate,Winter,Times Square; New York Landmark 1; Statue of Liberty; New York Landmark 2; Central Park,New York Pizza,Savory,Four Seasons New York,5,299,Airport Shuttle; Breakfast Included; Pool; WiFi; Pet Friendly; Restaurant; Conference Rooms,Snowy,19.7,$1315–$2870,historic tours; food; hiking; relaxation
Shimla,India,South Asia,mountain,Cold,February,Jakhoo Temple; Mall Road; Christ Church; Shimla Landmark 2; Shimla Landmark 1,Channa Madra,Savory,Hotel Willow Banks Shimla,4,37,Gym; Breakfast Included; Parking; Restaurant; Kids Club; Beach Access; Pool,Snowy,25.5,$284–$621,wildlife; culture; historic tours
Mumbai,India,South Asia,city,Hot,November,Mumbai Landmark 1; Gateway of India; Elephanta Caves; Marine Drive; Mumbai Landmark 2,Vada Pav,Spicy,Trident,4,203,Airport Shuttle; Beach Access; Conference Rooms; Pet Friendly; Kids Club; Spa,Rainy,25.8,$2233–$4872,culture
Rio de Janeiro,Brazil,Africa,beach,Hot,May,Rio de Janeiro Landmark 1; Rio de Janeiro Landmark 2; Copacabana; Sugarloaf Mountain; Christ the Redeemer,Feijoada,Savory,Emiliano,3,160,Airport Shuttle; Restaurant; Kids Club; Parking; WiFi; Pool,Snowy,31.2,$1584–$3456,historic tours; adventure; nightlife; shopping
Kathmandu,Nepal,South Asia,heritage,Moderate,Monsoon,Pashupatinath; Basantapur Durbar Square; Boudhanath Stupa; Kathmandu Landmark 2; Kathmandu Landmark 1,Momo,Savory,Dwarika's Resort,3,64,Kids Club; Bar; Restaurant; Spa; Beach Access,Rainy,20.9,$352–$768,adventure; water-sports
Bangkok,Thailand,Southeast Asia,city,Hot,November,Bangkok Landmark 1; Bangkok Landmark 2; Grand Palace; Wat Arun; Chatuchak Market,Pad Thai,Savory,Shangri-La Bangkok,3,73,Pool; Gym; Pet Friendly; Breakfast Included; Restaurant; Spa; Kids Club,Humid,33.3,$481–$1051,shopping
Amsterdam,Netherlands,Europe,city,Moderate,June,Van Gogh Museum; Rijksmuseum; Amsterdam Landmark 2; Canals; Amsterdam Landmark 1,Stroopwafel,Sweet,Pulitzer Amsterdam,3,208,Parking; Airport Shuttle; Bar; Pool; Gym; Breakfast Included; Conference Rooms,Sunny,9.8,$2059–$4492,adventure; wildlife; photography
Oslo,Norway,Other,city,Cold,Spring,Oslo Landmark 1; Akershus Fortress; Oslo Opera House; Vigeland Park; Oslo Landmark 2,Fårikål,Savory,The Thief,5,125,Parking; Breakfast Included; Pet Friendly; Pool; WiFi,Cold,29.0,$1100–$2400,food; wildlife; historic tours; shopping
Prague,Czech Republic,Europe,heritage,Moderate,June,Prague Castle; Charles Bridge; Old Town Square; Prague Landmark 2; Prague Landmark 1,Trdelnik,Sweet,Aria Hotel,5,74,Kids Club; WiFi; Spa; Beach Access; Parking,Cold,10.0,$732–$1598,spirituality; water-sports; adventure; culture
Oslo,Norway,Other,city,Cold,March,Oslo Opera House; Oslo Landmark 2; Akershus Fortress; Vigeland Park; Oslo Landmark 1,Fårikål,Savory,The Thief,4,156,Beach Access; WiFi; Kids Club; Pet Friendly; Gym,Humid,30.3,$1716–$3744,historic tours; adventure; nightlife
Pondicherry,India,South Asia,beach,Moderate,Winter,Pondicherry Landmark 2; Auroville; Pondicherry Landmark 1; Promenade Beach; French Quarter,Seafood Thali,Savory,Baylight,5,60,Pet Friendly; Airport Shuttle; Bar; Kids Club; Parking; Pool,Windy,30.6,$528–$1152,wildlife; historic tours
Prague,Czech Republic,Europe,heritage,Moderate,Winter,Charles Bridge; Prague Castle; Old Town Square; Prague Landmark 1; Prague Landmark 2,Trdelnik,Sweet,Aria Hotel,4,106,Airport Shuttle; Bar; Beach Access; Conference Rooms; Restaurant,Sunny,8.6,$932–$2035,wildlife
Bali,Indonesia,East Asia,island,Hot,June,Ubud Rice Terraces; Bali Landmark 1; Seminyak Beach; Uluwatu Temple; Bali Landmark 2,Nasi Goreng,Savory,Four Seasons Bali,4,228,Beach Access; Parking; Gym; Breakfast Included; WiFi; Bar; Pool,Humid,29.1,$1504–$3283,spirituality; wildlife; culture
Amsterdam,Netherlands,Europe,city,Moderate,May,Van Gogh Museum; Amsterdam Landmark 1; Canals; Amsterdam Landmark 2; Rijksmuseum,Stroopwafel,Sweet,Ambassade Hotel,3,113,Pet Friendly; Gym; Airport Shuttle; Parking; Restaurant; Kids Club; Pool,Rainy,5.2,$1118–$2440,spirituality; hiking; relaxation; photography
Fiji,Fiji,South Asia,island,Hot,June,Mamanuca Islands; Fiji Landmark 1; Coral Coast; Garden of the Sleeping Giant; Fiji Landmark 2,Kokoda,Savory,Jean-Michel Cousteau,4,163,Parking; Restaurant; Spa,Sunny,28.6,$896–$1956,shopping; wildlife; relaxation
Oslo,Norway,Other,city,Cold,Autumn,Oslo Opera House; Oslo Landmark 2; Vigeland Park; Oslo Landmark 1; Akershus Fortress,Fårikål,Savory,Hotel Continental,5,183,Pet Friendly; Bar; Parking; Gym,Sunny,33.1,$1207–$2635,relaxation; skiing
London,United Kingdom,Europe,city,Moderate,May,Buckingham Palace; London Landmark 2; British Museum; Tower of London; London Landmark 1,Fish and Chips,Savory,The Savoy,4,320,Pool; Airport Shuttle; Restaurant,Humid,13.1,$2112–$4608,adventure
Shimla,India,South Asia,mountain,Cold,October,Jakhoo Temple; Shimla Landmark 2; Shimla Landmark 1; Christ Church; Mall Road,Channa Madra,Savory,Hotel Willow Banks Shimla,3,67,Kids Club; Gym; Pool; Breakfast Included; Spa; Bar; WiFi,Snowy,31.6,$368–$804,wildlife; nightlife
Varanasi,India,South Asia,spiritual,Moderate,Winter,Varanasi Landmark 1; Dashashwamedh Ghat; Varanasi Landmark 2; Kashi Vishwanath; Sarnath,Kachori Sabzi,Spicy,BrijRama Palace,4,75,Parking; Beach Access; Breakfast Included; Restaurant,Windy,30.3,$495–$1080,relaxation; skiing
Rishikesh,India,South Asia,spiritual,Moderate,February,Triveni Ghat; Rishikesh Landmark 2; Laxman Jhula; Rishikesh Landmark 1; Beatles Ashram,Aloo Puri,Savory,Ganga Kinare,4,67,Bar; Breakfast Included; Kids Club; Pool,Humid,23.3,$368–$804,photography
Bangkok,Thailand,Southeast Asia,city,Hot,Winter,Bangkok Landmark 2; Wat Arun; Bangkok Landmark 1; Grand Palace; Chatuchak Market,Pad Thai,Savory,Shangri-La Bangkok,3,72,Conference Rooms; Parking; Spa; Breakfast Included,Sunny,25.2,$554–$1209,culture; food
Phuket,Thailand,Southeast Asia,beach,Hot,Spring,Patong Beach; Phuket Landmark 1; Phuket Landmark 2; Big Buddha; Phi Phi Islands,Tom Yum Goong,Spicy,Phuket Marriott,4,126,Conference Rooms; Breakfast Included; Beach Access; WiFi,Rainy,23.1,$693–$1512,hiking; food; spirituality
Zurich,Switzerland,Europe,city,Cold,Winter,Lake Zurich; Old Town; Uetliberg; Zurich Landmark 1; Zurich Landmark 2,Fondue,Savory,The Dolder Grand,4,162,Parking; Conference Rooms; Pet Friendly; Airport Shuttle; Beach Access; Breakfast Included,Windy,7.7,$1069–$2332,wildlife; skiing; relaxation; photography
Toronto,Canada,North America,city,Moderate,Spring,Toronto Islands; Royal Ontario Museum; Toronto Landmark 1; CN Tower; Toronto Landmark 2,Peameal Bacon Sandwich,Savory,The St. Regis Toronto,4,160,Pool; Beach Access; Pet Friendly; Kids Club; Restaurant; Conference Rooms,Windy,14.1,$1760–$3840,nightlife
Toronto,Canada,North America,city,Moderate,Autumn,CN Tower; Toronto Islands; Toronto Landmark 2; Royal Ontario Museum; Toronto Landmark 1,Peameal Bacon Sandwich,Savory,The St. Regis Toronto,5,104,Beach Access; Pet Friendly; Parking,Windy,12.8,$1029–$2246,nightlife; culture; spirituality; hiking
Bengaluru,India,South Asia,city,Moderate,January,Bengaluru Landmark 1; Cubbon Park; Lalbagh Botanical Garden; Bengaluru Landmark 2; Bengaluru Palace,Idli,Savory,Taj MG Road,5,91,Gym; Breakfast Included; Beach Access; Spa,Sunny,20.2,$400–$873,culture; photography; skiing; spirituality
Goa,India,South Asia,beach,Hot,Spring,Goa Landmark 1; Baga Beach; Anjuna Flea Market; Goa Landmark 2; Fort Aguada,Goan Fish Curry,Spicy,Fortune Resort,5,129,Airport Shuttle; Conference Rooms; Gym; Breakfast Included,Sunny,23.5,$851–$1857,culture; spirituality; wildlife; food
Lisbon,Portugal,South America,city,Moderate,Winter,Jerónimos Monastery; Lisbon Landmark 2; Lisbon Landmark 1; Alfama; Belém Tower,Pastel de Nata,Sweet,Pestana Palace,4,330,Parking; Conference Rooms; Spa,Humid,24.9,$1815–$3960,nightlife
Mexico City,Mexico,South America,city,Moderate,November,Chapultepec Park; Mexico City Landmark 1; Mexico City Landmark 2; Frida Kahlo Museum; Zocalo,Tacos al Pastor,Spicy,Camino Real,4,177,Kids Club; Gym; Pet Friendly; Beach Access; Breakfast Included,Moderate,20.6,$1168–$2548,shopping; wildlife; historic tours
Fiji,Fiji,South Asia,island,Hot,Autumn,Garden of the Sleeping Giant; Fiji Landmark 1; Mamanuca Islands; Fiji Landmark 2; Coral Coast,Kokoda,Savory,Likuliku Lagoon Resort,3,201,Parking; Beach Access; Pool; Bar; Gym,Snowy,20.9,$1326–$2894,relaxation; food; spirituality; photography
Helsinki,Finland,Southeast Asia,city,Cold,March,Suomenlinna; Helsinki Landmark 2; Helsinki Cathedral; Helsinki Landmark 1; Market Square,Salmiakki,Savory,Hotel Kämp,4,269,Airport Shuttle; Parking; WiFi,Rainy,8.0,$2071–$4519,shopping
Queenstown,New Zealand,Oceania,mountain,Cold,August,Queenstown Landmark 1; Milford Sound; Queenstown Landmark 2; Bungy Jumping; Lake Wakatipu,Lamb Roast,Savory,Matakauri Lodge,5,244,Gym; Bar; Restaurant; Beach Access; Parking; Airport Shuttle,Humid,5.1,$2684–$5856,spirituality; historic tours
London,United Kingdom,Europe,city,Moderate,Autumn,Buckingham Palace; London Landmark 2; Tower of London; British Museum; London Landmark 1,Fish and Chips,Savory,Claridge's,5,175,WiFi; Gym; Parking; Restaurant; Breakfast Included,Windy,11.8,$962–$2100,photography
Amsterdam,Netherlands,Europe,city,Moderate,September,Van Gogh Museum; Rijksmuseum; Amsterdam Landmark 1; Canals; Amsterdam Landmark 2,Stroopwafel,Sweet,Ambassade Hotel,5,131,Spa; WiFi; Bar,Sunny,17.9,$1152–$2515,water-sports; food
Zurich,Switzerland,Europe,city,Cold,Autumn,Zurich Landmark 1; Uetliberg; Lake Zurich; Zurich Landmark 2; Old Town,Fondue,Savory,Baur au Lac,3,324,Pet Friendly; Bar; Parking; Gym,Snowy,9.0,$1069–$2332,relaxation; shopping
Oslo,Norway,Other,city,Cold,Spring,Oslo Landmark 2; Akershus Fortress; Oslo Opera House; Oslo Landmark 1; Vigeland Park,Fårikål,Savory,Hotel Continental,3,134,Airport Shuttle; Pet Friendly; Parking; Restaurant,Snowy,31.2,$589–$1286,nightlife; photography; adventure; spirituality
Sydney,Australia,Oceania,city,Moderate,October,Sydney Opera House; Sydney Landmark 1; Sydney Landmark 2; Bondi Beach; Harbour Bridge,Meat Pie,Savory,Park Hyatt Sydney,4,378,Parking; Kids Club; WiFi; Beach Access,Humid,15.7,$2910–$6350,culture; nightlife; shopping; adventure
